"berdyaev_nerav" "berdyaev_smysl" "berdyaev_smysl2" "fedorov_samoderzhavie" "fedorov_vopros" "florensky_stolp" "florensky_vodorazdely" "lenin_imp" "lenin_mat" "solovjev_nachala" "solovjev_opravdanie"
"мы" 0.0619799290527621 0.0768756132347437 0.201160679317834 0.167186803388319 0.249645564938667 0.239707051482811 0.296790240255133 0.255026611472501 0.519952389901648 0.534011226178493 0.314116375401713
"если" 0.0962666983159921 0.0991290802237485 0.186919215295332 0.222915737851092 0.401693069510366 0.344503601628562 0.265509006706391 0.221762270845653 0.308003925744952 0.361694504632078 0.357642893933129
"лишь" 0.387704237053448 0.559371238405438 0.268807633424716 0.429112795363353 0.314368489182026 0.198752077862632 0.150302512417124 0.129361324659965 0.0991877049009167 0.153549553853241 0.207476404999746
"жизни" 0.615843124843402 0.337848089742163 0.665788443051946 0.105884975479269 0.221907168834371 0.207183984196198 0.138858158679779 0.0517445298639858 0.0323665142308254 0.0938358384658693 0.254630133408779
"их" 0.155609183579275 0.0809216981418355 0.0747676861181329 0.261925991975033 0.258891696973433 0.193933845672023 0.289160671096903 0.277202838557067 0.232830086241099 0.450412024636173 0.297431209964671
"е" 0.0356054911579697 0.112278856171797 0.0373838430590665 0.657601426660722 0.714006862684666 0.333662579199692 0.177006004470928 0.210674157303371 0.253711708325503 0.0136488492313992 0.182085935856421
"во" 0.291437538737456 0.224557712343594 0.236764339374088 0.189478377173428 0.221907168834371 0.27584379291238 0.170139392228521 0.306771141336487 0.133642381340182 0.291744152321157 0.235768642045166
"было" 0.214951668842558 0.214442500075864 0.372058247587852 0.300936246098975 0.361626497359716 0.17707003300489 0.165561650733583 0.170017740981668 0.11798116477688 0.182553358469964 0.208927288950793
"себе" 0.110772639158128 0.122394068439526 0.131733542208139 0.172759696834597 0.198278164745526 0.238502493435159 0.17242826297599 0.066528681253696 0.24013865397064 0.496476890792145 0.234317758094119
"за" 0.20572061557938 0.141612971748212 0.0818884181293837 0.150468123049487 0.221907168834371 0.218025006625069 0.144961814006363 0.428740390301597 0.348723088809539 0.0921297323119444 0.220534360559171
"ни" 0.13714707705292 0.185108384499449 0.149535372236266 0.284217565760143 0.207524296780291 0.216820448577417 0.162509823070291 0.107185097575399 0.265196600471925 0.185965570777814 0.209652730926317
"ее" 0 0.185108384499449 0.263467084416278 0.128176549264378 0.154102200579424 0.239707051482811 0.241094385400056 0 0.144083192382384 0.196202207701363 0.261159111188492
"я" 0.100222864000211 0.135543844387574 0.23142379036565 0.0445831475702185 0.0154102200579424 0.589028885301983 0.154880253912062 0.0369603784742756 0.212992545260916 0.143312916929691 0.183536819807468
"у" 0.184621065263547 0.198258160447497 0.137074091216577 0.0947391885867142 0.144856068544659 0.215615890529765 0.183872616713334 0.140449438202247 0.212992545260916 0.0818930953883951 0.187164029685086
"себя" 0.156927905474015 0.1719586085514 0.126392993199701 0.22848863129737 0.197250816741663 0.332458021152039 0.119021278868382 0.0776167947959787 0.12006932698532 0.237148755395561 0.163224444492807
"мира" 0.17407129010563 0.510818219520337 0.279488731441592 0.128176549264378 0.15615689658715 0.072273482859139 0.0877400453196408 0.195890005913661 0.171229301092109 0.049477078463822 0.0667406617481701
"она" 0.31253708905329 0.202304245354589 0.275928365435967 0.072447614801605 0.143828720540796 0.214411332482112 0.131991546437373 0.103489059727972 0.0824824072333939 0.187671676931739 0.114619832132727
"уже" 0.196489562316203 0.1719586085514 0.163776836258767 0.195051270619706 0.15615689658715 0.132501385241755 0.141909986343071 0.199586043761088 0.12111340808954 0.261034241550509 0.182085935856421
"этого" 0.120003692421305 0.142624492974985 0.174457934275644 0.150468123049487 0.14177402453307 0.132501385241755 0.154117296996239 0.118273211117682 0.162876652258347 0.25420981693481 0.200947427220034
"оно" 0.224182722105735 0.111267334945024 0.163776836258767 0.122603655818101 0.186977336703035 0.148160639861235 0.160983909238645 0.0591366055588409 0.0459395685856877 0.351457867708529 0.177007842027755
"между" 0.0817607574738563 0.0556336674725119 0.213621960337523 0.111457868925546 0.180813248679858 0.0674552506685297 0.113680580457622 0.295683027794205 0.160788490049907 0.242267073857335 0.274217066747916
"более" 0.251875881895267 0.0829447405953814 0.188699398298145 0.100312082032992 0.0934886683515174 0.121660362812884 0.194554013534856 0.321555292726198 0.1190252458811 0.0904236261580195 0.208927288950793
"чтобы" 0.120003692421305 0.0799101769150626 0.153095738241891 0.200624164065983 0.145883416548522 0.154183430099497 0.124361977279143 0.199586043761088 0.171229301092109 0.0853053076962449 0.251002923531161
"когда" 0.178027455789848 0.071818007100879 0.176238117278456 0.195051270619706 0.224989212845959 0.167433568623672 0.130465632605727 0.140449438202247 0.127377894714861 0.0853053076962449 0.179184167954326
"они" 0.129234745684483 0.0697949646473331 0.103250614163136 0.100312082032992 0.153074852575561 0.179479149100195 0.143435900174717 0.158929627439385 0.217168869677797 0.24397318001126 0.145813837080241
"тем" 0.0580237633685432 0.0596797523796037 0.18513903229252 0.222915737851092 0.180813248679858 0.156592546194801 0.162509823070291 0.0887049083382614 0.105452191526238 0.233736543087711 0.196594775366892
"того" 0.0870356450528148 0.0950829953166567 0.210061594331897 0.139322336156933 0.128418500482854 0.139728733527669 0.151065469332947 0.0960969840331165 0.186890517655411 0.182553358469964 0.175556958076708
"человек" 0.134509633263441 0.458219115728144 0.274148182433154 0.0557289344627731 0.071914360270398 0.0698643667638344 0.0656142947607749 0.0147841513897102 0.0605567040447702 0.049477078463822 0.170478864248043
"еще" 0 0.225569233570366 0.108591163171574 0.284217565760143 0.185949988699172 0.1818882651955 0.152591383164593 0.00369603784742756 0.122157489193761 0.105778581543344 0.15161737288443
"потому" 0.130553467579222 0.140601450521439 0.293730195464094 0.150468123049487 0.235262692884588 0.198752077862632 0.134280417184842 0.0480484920165583 0.0469836496899079 0.0801869892344702 0.0957583407691136
"чем" 0.175390012000369 0.143636014201758 0.131733542208139 0.122603655818101 0.14177402453307 0.091546411621576 0.109865795878507 0.162625665286813 0.155568084528806 0.107484687697269 0.157420908688619
"истории" 0.20572061557938 0.036414764163826 1.23188663794638 0.105884975479269 0.095543364359243 0.0168638126671324 0.0511181133601386 0.0369603784742756 0.0365428386477062 0.0119427430774743 0.0464282864335096
"ибо" 0.0791233136843771 0.119359504759207 0.0160216470253142 0.139322336156933 0.205469600772566 0.172251800814281 0.0961325713936934 0.162625665286813 0.164964814466788 0.266152560012284 0.107365412377491
"всех" 0.17143384631615 0.0920484316363379 0.126392993199701 0.456977262594739 0.25786434896957 0.0710689248114867 0.0717179500873586 0.173713778829095 0.095011380484036 0.0938358384658693 0.155244582762048
"нет" 0.187258509053026 0.204327287808135 0.108591163171574 0.117030762371823 0.10889888840946 0.207183984196198 0.114443537373445 0.0443524541691307 0.127377894714861 0.0750686707726955 0.0993855506467315
"этой" 0.152971739789796 0.122394068439526 0.234984156371275 0.133749442710655 0.0934886683515174 0.0626370184779205 0.102236226720277 0.118273211117682 0.126333813610641 0.158667872315015 0.169027980296996
"при" 0.0316493254737508 0.0262995518960965 0.0249225620393776 0.167186803388319 0.199305512749389 0.143342407670626 0.186161487460803 0.210674157303371 0.113804840359999 0.0818930953883951 0.198045659317939
"до" 0.0909918107370337 0.166901002417536 0.128173176202514 0.150468123049487 0.138691980521482 0.121660362812884 0.11062875279433 0.28829095209935 0.163920733362568 0.0545953969255967 0.103738202499873
"этом" 0.1397845208424 0.135543844387574 0.161996653255955 0.156041016495765 0.140746676529207 0.0710689248114867 0.0930807437304015 0.0924009461856889 0.130510138027522 0.168904509238565 0.129128671643199
"своей" 0.146378130316098 0.133520801934029 0.126392993199701 0.072447614801605 0.071914360270398 0.126478595003493 0.1029991836361 0.0776167947959787 0.105452191526238 0.208144950778837 0.145088395104718
"даже" 0.0514301538948451 0.0687834434205602 0.0356036600562538 0.256353098528756 0.247590868930942 0.142137849622973 0.147250684753832 0.0702247191011236 0.0835264883376141 0.0818930953883951 0.108816296328538
"том" 0.0474739882106263 0.0829447405953814 0.108591163171574 0.105884975479269 0.102734800386283 0.0782962730974006 0.0755327346664734 0.107185097575399 0.247447221700182 0.0870114138501698 0.164675328443854
"которые" 0.131872189473962 0.0424838915244636 0.195820130309396 0.14489522960321 0.130473196490579 0.0578187862873112 0.0854511745721719 0.177409816676523 0.145127273486604 0.100660263081569 0.126952345716628
"был" 0.133190911368701 0.157797311376579 0.190479581300958 0.172759696834597 0.174649160656681 0.091546411621576 0.0846882176563489 0.0850088704908338 0.0616007851489904 0.017061061539249 0.0819749432341654
"будет" 0.0804420355791167 0.0839562618221543 0.0979100651546979 0.35109228711547 0.340052189278596 0.120455804765232 0.0656142947607749 0.0554405677114134 0.0459395685856877 0.032416016924573 0.0696424296502644
"имеет" 0.191214674737245 0.0819332193686085 0.121052444191263 0.0557289344627731 0.0749964042819865 0.0782962730974006 0.0823993469088801 0.0406564163217031 0.0542922174194491 0.223499906164162 0.148715604982335
"всего" 0.125278580000264 0.101152122677294 0.144194823227828 0.122603655818101 0.0893792763360661 0.122864920860536 0.0762956915822963 0.255026611472501 0.0793501639207334 0.0955419446197942 0.10518908645092
"природы" 0.13846579894766 0.208373372715226 0.210061594331897 0.0668747213553277 0.132527892498305 0.0325230672866125 0.0373848888753252 0.00739207569485511 0.159744408945687 0.0375343353863477 0.0739950815034059
"этот" 0.0870356450528148 0.0606912736063766 0.19225976430377 0.0947391885867142 0.095543364359243 0.0963646438121853 0.0869770884038178 0.133057362507392 0.138862786861283 0.0818930953883951 0.12332513583901
"без" 0.0909918107370337 0.072829528327652 0.101470431160323 0.100312082032992 0.126363804475128 0.113228456479318 0.0801104761614112 0.0517445298639858 0.12111340808954 0.151843447699316 0.113894390157203
"философии" 0.0263744378947924 0.18207382081913 0.197600313312209 0.00557289344627731 0.0195196120733937 0.0252957190006986 0.0709549931715356 0 0.288166384764769 0.232030436933786 0.033370330874085
"эта" 0.0738484261054186 0.0859793042757002 0.21184177733471 0.072447614801605 0.0821878403090263 0.104796550145752 0.0984214421411623 0.0628326434062685 0.0856146505460544 0.109190793851193 0.122599693863486
"ли" 0.0646173728422413 0.0617027948331496 0.0391640260618792 0.117030762371823 0.124309108467402 0.131296827194102 0.127413804942435 0.0813128326434063 0.169141138883668 0.0392404415402726 0.09503289879359
"мир" 0.112091361052868 0.267041603868057 0.115711895182825 0.0501560410164958 0.10889888840946 0.0517959960490496 0.0442515011177319 0.0739207569485512 0.134686462444403 0.0443587600020473 0.049330054335604
"хотя" 0.0356054911579697 0.0303456368031883 0.0195820130309396 0.0891662951404369 0.175676508660544 0.104796550145752 0.153354340080416 0.0480484920165583 0.0459395685856877 0.0887175200040946 0.158146350664142
"именно" 0.0184621065263547 0.0192189033086859 0.0587460390928187 0.0891662951404369 0.0595861842240441 0.146956081813583 0.163272779986114 0.13675340035482 0.100231786005137 0.145019023083616 0.126226903741104
"тогда" 0.0619799290527621 0.0394493278441448 0.0712073201125076 0.139322336156933 0.178758552672132 0.156592546194801 0.122073106531674 0.0739207569485512 0.0678652717743114 0.0750686707726955 0.0892293629894013
"эти" 0.0949479764212525 0.0313571580299613 0.051625307081568 0.0891662951404369 0.0893792763360661 0.0626370184779205 0.107576925131038 0.118273211117682 0.134686462444403 0.184259464623889 0.116070716083774
"жизнь" 0.162202793052973 0.160831875056898 0.158436287250329 0.133749442710655 0.121227064455814 0.112023898431665 0.0724809070031815 0 0.00835264883376141 0.0255915923088735 0.0935820148425428
"который" 0.0791233136843771 0.0617027948331496 0.236764339374088 0.167186803388319 0.100680104378557 0.0807053891927052 0.0602735963500141 0.13675340035482 0.128421975819082 0.08359920154232 0.0812495012586418
"вы" 0.820245018528043 0.00505760613386472 0.0142414640225015 0.0111457868925546 0.00205469600772566 0.0337276253342649 0.0267034920538037 0.0184801892371378 0.112760759255779 0.00682442461569959 0.0130579555594246
"можно" 0.0738484261054186 0.0869908255024732 0.0676469541068822 0.0891662951404369 0.130473196490579 0.101182876002795 0.124361977279143 0.121969248965109 0.102319948213577 0.0528892907716718 0.0718187555768352
"бытия" 0.0883543669475544 0.231638360931004 0.117492078185637 0 0.0102734800386283 0.068659808716182 0.0495921995284926 0 0.0281901898139447 0.344633443092829 0.0739950815034059
"которое" 0.0632986509475017 0.0485530188851013 0.279488731441592 0.172759696834597 0.144856068544659 0.0481823219060927 0.0450144580335548 0.066528681253696 0.0522040552110088 0.16037397846894 0.0993855506467315
"нас" 0.0501114320001055 0.0404608490709178 0.0854487841350091 0.0668747213553277 0.120199716451951 0.11443301452697 0.0701920362557126 0.0258722649319929 0.158700327841467 0.0972480507737191 0.114619832132727
"об" 0.0567050414738036 0.0647373585134684 0.0783280521237583 0.0891662951404369 0.105816844397871 0.0746825989544436 0.152591383164593 0.155233589591957 0.170185219987889 0.0375343353863477 0.0384484247027502
"духа" 0.180664899579328 0.157797311376579 0.19225976430377 0.0222915737851092 0.029793092112022 0.173456358861934 0.0549328979392534 0 0.035498757543486 0.0443587600020473 0.0602116839684578
"образом" 0.00527488757895847 0.0192189033086859 0.0587460390928187 0.072447614801605 0.0770511002897121 0.0746825989544436 0.0587476825183682 0.0850088704908338 0.11589300256844 0.312217426168256 0.132030439545293
"над" 0.129234745684483 0.108232771264705 0.11927226118845 0.0557289344627731 0.121227064455814 0.0879327374786191 0.0465403718652008 0.0887049083382614 0.0438514063772474 0.0477709723098971 0.101561876573302
"была" 0.134509633263441 0.142624492974985 0.236764339374088 0.0668747213553277 0.130473196490579 0.0469777638584403 0.0541699410234304 0.0554405677114134 0.0229697842928439 0.0341221230784979 0.0609371259439814
"слова" 0.0303306035790112 0.0525991037921931 0.0320432940506284 0.0390102541239412 0.0256837000965707 0.0975692018598376 0.322730775393114 0.0369603784742756 0.0678652717743114 0.0443587600020473 0.0261159111188492
"против" 0.158246627368754 0.0778871344615167 0.110371346174387 0.072447614801605 0.0904066243399289 0.0277048350960033 0.0442515011177319 0.13675340035482 0.138862786861283 0.0528892907716718 0.0732696395278824
"смысле" 0.027693159789532 0.0859793042757002 0.0890091501406345 0.111457868925546 0.0914339723437917 0.0566142282396589 0.0663772516765978 0.0591366055588409 0.077262001712293 0.0972480507737191 0.134932207447387
"должно" 0.0751671480001583 0.117336462305661 0.0729875031153202 0.111457868925546 0.105816844397871 0.049386879953745 0.0671402085924208 0.0147841513897102 0.0219257031886237 0.145019023083616 0.112443506206156
"своего" 0.0791233136843771 0.0647373585134684 0.0658667711040695 0.0390102541239412 0.0934886683515174 0.103591992098099 0.0556958548550763 0.0443524541691307 0.0396750819603667 0.133076280006142 0.124776019790057
"со" 0.0646173728422413 0.0596797523796037 0.0658667711040695 0.139322336156933 0.109926236413323 0.107205666241056 0.0862141314879949 0.0739207569485512 0.0501158930025684 0.0528892907716718 0.100110992622255
"всегда" 0.224182722105735 0.18915446940654 0.0765478691209456 0.0222915737851092 0.0215743080811194 0.0867281794309668 0.0740068208348275 0.0221762270845653 0.0375869197519263 0.0341221230784979 0.0406247506293209
"человеческого" 0.117366248631826 0.0950829953166567 0.18513903229252 0.0501560410164958 0.0667776202510839 0.0252957190006986 0.0900289160671097 0 0.0678652717743114 0.0528892907716718 0.0718187555768352
"были" 0.10417902968443 0.0495645401118743 0.110371346174387 0.0613018279090504 0.132527892498305 0.0602279023826158 0.0640883809291289 0.0554405677114134 0.0438514063772474 0.0545953969255967 0.0906802469404485
"этих" 0.0764858698948979 0.0161843396283671 0.0818884181293837 0.0557289344627731 0.0678049682549467 0.045773205810788 0.0709549931715356 0.0924009461856889 0.0918791371713755 0.16719840308464 0.0943074568180664
"время" 0.0487927101053659 0.0374262853905989 0.179798483284082 0.14489522960321 0.126363804475128 0.0674552506685297 0.0679031655082438 0.118273211117682 0.0856146505460544 0.0238854861549486 0.0406247506293209
"здесь" 0 0.0192189033086859 0.0640865881012568 0.00557289344627731 0.0123281760463539 0.0542051121443542 0.0900289160671097 0.0702247191011236 0.095011380484036 0.145019023083616 0.164675328443854
"которая" 0.0712109823159394 0.053610625018966 0.240324705379713 0.161613909942042 0.100680104378557 0.0505914380013973 0.0289923628012726 0.0924009461856889 0.0511599741067886 0.0801869892344702 0.0602116839684578
"него" 0.0619799290527621 0.0738410495544249 0.0551856730871934 0.0278644672313865 0.0441759641661016 0.0987737599074899 0.0640883809291289 0.0443524541691307 0.0563803796278895 0.155255660007166 0.0928565728670192
"стороны" 0.0303306035790112 0.0232649882157777 0.0498451240787553 0.072447614801605 0.0842425363167519 0.0277048350960033 0.0564588117708993 0.147841513897102 0.0522040552110088 0.158667872315015 0.144362953129194
"вопрос" 0.0461552663158866 0.0333802004835071 0.0267027450421903 0.150468123049487 0.127391152478991 0.0578187862873112 0.0541699410234304 0.066528681253696 0.162876652258347 0.0699503523109208 0.0551335901397927
"них" 0.0738484261054186 0.0262995518960965 0.0213621960337523 0.0501560410164958 0.0626682282356325 0.0975692018598376 0.083925260740526 0.0924009461856889 0.0396750819603667 0.129664067698292 0.106639970401967
"такое" 0.0342867692632301 0.0303456368031883 0.0765478691209456 0.167186803388319 0.111980932421048 0.068659808716182 0.0297553197170956 0.0369603784742756 0.0678652717743114 0.182553358469964 0.0899548049649249
"таким" 0.0131872189473962 0.01719586085514 0.0338234770534411 0.0835934016941596 0.0904066243399289 0.049386879953745 0.0541699410234304 0.0480484920165583 0.0720415961911921 0.303686895398632 0.0790731753320711
"значение" 0.0527488757895847 0.0343917217102801 0.0498451240787553 0.100312082032992 0.0862972323244776 0.0385458575248741 0.0579847256025452 0.0406564163217031 0.0480277307941281 0.155255660007166 0.121148809912439
"бога" 0.0659360947369809 0.117336462305661 0.106810980168761 0.20619705751226 0.105816844397871 0.165024452528367 0.0358589750436793 0 0.0114848921464219 0.0119427430774743 0.036997540751703
"свою" 0.0804420355791167 0.0596797523796037 0.0907893331434471 0.0557289344627731 0.0369845281390618 0.0758871570020959 0.041962630370263 0.0480484920165583 0.0626448662532105 0.098954156927644 0.110267180279585
"следовательно" 0 0.00606912736063766 0 0.0835934016941596 0.0647229242433582 0.0505914380013973 0.083162303824703 0.0517445298639858 0.053248136315229 0.286625833859383 0.104463644475397
"философия" 0.0197808284210943 0.251868785466463 0.0623064050984441 0.0278644672313865 0.0287657441081592 0.0156592546194801 0.0694290793398897 0 0.0835264883376141 0.126251855390442 0.0116070716083774
"дело" 0.0250557160000527 0.0404608490709178 0.0373838430590665 0.267498885421311 0.138691980521482 0.0602279023826158 0.0556958548550763 0.0850088704908338 0.0636889473574307 0.0290038046167233 0.0856021531117834
"под" 0.027693159789532 0.0262995518960965 0.0249225620393776 0.150468123049487 0.102734800386283 0.0770917150497483 0.0984214421411623 0.0776167947959787 0.0887468938587149 0.066538140003071 0.0573099160663634
"слово" 0.0131872189473962 0.0101152122677294 0.00534054900843807 0.0278644672313865 0.0503400521892786 0.102387434050447 0.257879437548162 0.0147841513897102 0.0365428386477062 0.0545953969255967 0.0181360493880897
"стр" 0 0.23366140338455 0 0.0167186803388319 0 0 0.0473033287810237 0 0.308003925744952 0 0.00145088395104718
"мире" 0.1397845208424 0.215454021302637 0.110371346174387 0.0222915737851092 0.0277383961042964 0.0337276253342649 0.0335701042962104 0.033264340626848 0.0365428386477062 0.0204732738470988 0.0362720987761794
"вообще" 0.0105497751579169 0.0101152122677294 0.0267027450421903 0.0445831475702185 0.0842425363167519 0.0746825989544436 0.0808734330772341 0.0960969840331165 0.0835264883376141 0.129664067698292 0.0841512691607362
"говорит" 0.0356054911579697 0.0677719221937872 0.0356036600562538 0.0278644672313865 0.0400665721506503 0.127683153051146 0.04119967345444 0.0406564163217031 0.214036626365136 0.00511831846177469 0.036997540751703
"деле" 0.00395616568421886 0.0101152122677294 0.00712073201125076 0.200624164065983 0.125336456471265 0.0517959960490496 0.0572217686867223 0.0924009461856889 0.0856146505460544 0.126251855390442 0.082700385209689
"нем" 0 0.161843396283671 0.080108235126571 0.0501560410164958 0.0503400521892786 0.0782962730974006 0.0755327346664734 0.00739207569485511 0.0386310008561465 0.0682442461569959 0.0573099160663634
"которой" 0.0738484261054186 0.0586682311528307 0.18513903229252 0.0835934016941596 0.0749964042819865 0.0349321833819172 0.0495921995284926 0.0406564163217031 0.0657771095658711 0.0392404415402726 0.0623880098950285
"через" 0.129234745684483 0.222534669890048 0.135293908213764 0.00557289344627731 0.0133555240502168 0.0132501385241755 0.0289923628012726 0.0443524541691307 0.0313224331266053 0.0597137153873714 0.033370330874085
"культуры" 0.257150769474226 0.176004693458492 0.261686901413465 0.0222915737851092 0.00205469600772566 0.00120455804765232 0.0282294058854497 0 0 0.0017061061539249 0.0116070716083774
"времени" 0.0632986509475017 0.0313571580299613 0.259906718410653 0.0445831475702185 0.0544494442047299 0.0542051121443542 0.063325424013306 0.0554405677114134 0.0824824072333939 0.049477078463822 0.0224887012412312
"имя" 0.0989041421054714 0.071818007100879 0.0338234770534411 0.0278644672313865 0.0565041402124556 0.0289093931436556 0.212864979514607 0 0.00522040552110088 0.0102366369235494 0.021037817290184
"нам" 0.0224182722105735 0.0323686792567342 0.0391640260618792 0.0222915737851092 0.0544494442047299 0.0614324604302681 0.0808734330772341 0.066528681253696 0.108584434838898 0.0818930953883951 0.0805240592831182
"сознания" 0.0764858698948979 0.106209728811159 0.163776836258767 0.00557289344627731 0.0308204401158849 0.0397504155725264 0.0289923628012726 0.00739207569485511 0.107540353734678 0.0460648661559722 0.0558590321153163
"ему" 0.0487927101053659 0.053610625018966 0.0302631110478157 0.0445831475702185 0.0565041402124556 0.0855236213833145 0.0595106394341912 0.0258722649319929 0.0396750819603667 0.066538140003071 0.11534527410825
"другой" 0.027693159789532 0.0273110731228695 0.0712073201125076 0.0278644672313865 0.0523947481970043 0.0421595316678311 0.0694290793398897 0.118273211117682 0.0678652717743114 0.124545749236517 0.0856021531117834
"значит" 0.0197808284210943 0.036414764163826 0.0267027450421903 0.0111457868925546 0.078078448293575 0.0879327374786191 0.0808734330772341 0.0295683027794205 0.0991877049009167 0.0341221230784979 0.0812495012586418
