"lnt_detstvo" "lnt_druzhinin" "lnt_kugushev" "lnt_mikhaylov" "lnt_otrochestvo" "sta_aksakov" "sta_lazhechnikov" "sta_senkovsky"
"только" 0.320873304664241 0.24348822458208 0.372592664279493 0.314177996115617 0.324218250074656 0.239842186679534 0.376143122458095 0.266004610746586
"вы" 0.15547469401257 0.505391524972889 0.595180489693216 0.322746486918771 0.298622072437183 0.0752167804379603 0.138702776406423 0.502453153632441
"был" 0.347337082368508 0.208704192498926 0.198393496564405 0.205643779275677 0.324218250074656 0.302286306288407 0.340879704727649 0.118224271442927
"когда" 0.423420443268277 0.272133898062325 0.280654214652086 0.279904032903005 0.383942664562092 0.168882959851269 0.237440346051673 0.266004610746586
"бы" 0.314257360238174 0.268041658993718 0.329042872350721 0.185650634068319 0.251695746768483 0.19584746604601 0.298563603451113 0.336939173612343
"еще" 0.334105193516374 0.263949419925112 0.290331946191813 0.217068433679881 0.209035450706028 0.201524204192271 0.268001974751393 0.277827037890879
"для" 0.198478332782005 0.360117038037362 0.0629052550082261 0.179938306866217 0.166375154643573 0.239842186679534 0.293861814420387 0.248270970030147
"ему" 0.188554416142904 0.214842551101835 0.111293912706862 0.29418485090826 0.162109125037328 0.232746263996708 0.338528810212286 0.147780339303659
"сказал" 0.244789943764472 0.137090008798314 0.377431530049356 0.334171141322975 0.614308263299347 0.136241715510268 0.122246514798881 0.0709345628657563
"ты" 0.241481971551439 0.210750312033229 0.474208845446627 0.302753341711413 0.238897657949746 0.156110299022182 0.117544725768155 0.236448542885854
"да" 0.14555077737347 0.10230597671516 0.440336785057583 0.365588940934537 0.149311036218591 0.163206221705008 0.33382702118156 0.100490630726488
"ни" 0.208402249421105 0.255764941787899 0.145165973095906 0.231349251685137 0.191971332281046 0.166044590778139 0.157509932529327 0.331027960040196
"уже" 0.115779027456169 0.157551204141346 0.111293912706862 0.302753341711413 0.268759865193464 0.279579353703362 0.0634741519148036 0.313294319323757
"до" 0.162090638438637 0.270087778528022 0.15000483886577 0.114246544042043 0.217567509918519 0.24409974028923 0.178667983167595 0.118224271442927
"была" 0.251405888190539 0.149366726004133 0.169360301945224 0.165657488860962 0.0981186809436457 0.21997360316762 0.218633189928768 0.307383105751611
"их" 0.14555077737347 0.151412845538436 0.140327107326043 0.117102707643094 0.174907213856064 0.217135234094489 0.277405552812845 0.26009339717444
"ей" 0.142242805160437 0.14118224786692 0.217748959643859 0.128527362047298 0.0853205921249093 0.231327079460142 0.218633189928768 0.331027960040196
"очень" 0.258021832616606 0.135043889264011 0.295170811961676 0.154232834456758 0.132246917793609 0.207200942338532 0.176317088652232 0.124135485015074
"или" 0.175322527290771 0.184150758087287 0.154843704635633 0.0971095624357363 0.174907213856064 0.180236436143792 0.256247502174577 0.0768457764379027
"своей" 0.0661594442606682 0.19847359482741 0.0338720603890448 0.137095852850451 0.0895866217311548 0.239842186679534 0.169264405106143 0.0827569900100491
"мы" 0.307641415812107 0.270087778528022 0.135488241556179 0.0714040900262767 0.396740753380828 0.0496714587797851 0.0470178903072619 0.112313057870781
"даже" 0.105855110817069 0.163689562744256 0.130649375786316 0.102821889637838 0.0895866217311548 0.229907894923577 0.131650092860333 0.153691552875805
"вот" 0.162090638438637 0.0879831399750373 0.266137617342495 0.299897178110362 0.183439273068555 0.0667016732185686 0.190422455744411 0.0886682035821954
"быть" 0.218326166060205 0.206658072964623 0.174199167715088 0.0714040900262767 0.200503391493537 0.0965045484864397 0.101088464160613 0.26009339717444
"ли" 0.129010916308303 0.178012399484378 0.309687409271267 0.154232834456758 0.115182799368628 0.0695400422916992 0.181018877682958 0.183247620736537
"были" 0.218326166060205 0.118674932989585 0.145165973095906 0.0885410716325831 0.106650740156137 0.187332358826618 0.145755459952512 0.100490630726488
"во" 0.152166721799537 0.178012399484378 0.101616181167134 0.117102707643094 0.196237361887291 0.116373131998354 0.176317088652232 0.135957912159366
"себя" 0.0959311941779689 0.167781801812862 0.0919384496274073 0.111390380440992 0.191971332281046 0.14759519180279 0.157509932529327 0.171425193592244
"него" 0.168706582864704 0.0797986618378246 0.0870995838575438 0.125671198446247 0.157843095431082 0.161787037168443 0.204527822836589 0.135957912159366
"своего" 0.072775388686735 0.175966279950075 0.0580663892383625 0.165657488860962 0.0383942664562092 0.1717213289244 0.213931400898042 0.0827569900100491
"со" 0.115779027456169 0.165735682278559 0.111293912706862 0.145664343653604 0.149311036218591 0.114953947461788 0.152808143498601 0.224626115741562
"время" 0.109163083030103 0.186196877621591 0.125810510016452 0.0942533988346853 0.200503391493537 0.134822530973703 0.101088464160613 0.159602766447952
"без" 0.102547138604036 0.190289116690197 0.106455046936998 0.0685479264252256 0.0895866217311548 0.153271929949051 0.13635188189106 0.159602766447952
"чтобы" 0.29110155474694 0.0245534344116383 0.0870995838575438 0.154232834456758 0.187705302674801 0.0894086258036132 0.225685873474857 0.0472897085771709
"под" 0.168706582864704 0.10230597671516 0.0774218523178167 0.219924597280932 0.145045006612346 0.0837318876573521 0.169264405106143 0.0945794171543418
"если" 0.148858749586503 0.155505084607043 0.203232362334269 0.0913972352336342 0.00853205921249093 0.130564977364007 0.119895620283518 0.200981261452976
"свою" 0.0860072775388687 0.122767172058192 0.0870995838575438 0.125671198446247 0.102384710549891 0.183074805216922 0.117544725768155 0.0827569900100491
"адам" 0 0 0 1.02250656917628 0 0 0 0
"при" 0.0760833608997684 0.218934790170442 0.0870995838575438 0.117102707643094 0.0810545625186639 0.122049870144615 0.124597409314244 0.06502334929361
"они" 0.112471055243136 0.073660303234915 0.0435497919287719 0.082828744430481 0.127980888187364 0.180236436143792 0.117544725768155 0.200981261452976
"себе" 0.12570294409527 0.139136128332617 0.0919384496274073 0.125671198446247 0.102384710549891 0.102181286632701 0.143404565437149 0.112313057870781
"после" 0.138934832947403 0.110490454852372 0.116132778476725 0.0942533988346853 0.127980888187364 0.143337638193094 0.0799304135223453 0.147780339303659
"вам" 0.0595434998346014 0.19847359482741 0.319365140810994 0.10567805323889 0.0895866217311548 0.0368987979506975 0.103439358675976 0.165513980020098
"раз" 0.119086999669203 0.151412845538436 0.0677441207780896 0.082828744430481 0.191971332281046 0.0837318876573521 0.138702776406423 0.0945794171543418
"ней" 0.138934832947403 0.114582693920979 0.0967773153972709 0.0685479264252256 0.0597244144874365 0.117792316534919 0.155159038013964 0.141869125731513
"несколько" 0.0992391663910023 0.0879831399750373 0.0967773153972709 0.10567805323889 0.102384710549891 0.129145792827441 0.176317088652232 0.0532009221493173
"нет" 0.119086999669203 0.0920753790436437 0.237104422723314 0.182794470467268 0.170641184249819 0.043994720633524 0.0869830970684345 0.159602766447952
"может" 0.0926232219649355 0.165735682278559 0.15000483886577 0.085684908031532 0.0938526513374003 0.105019655705831 0.112842936737429 0.0827569900100491
"потому" 0.122394971882236 0.0695680641663086 0.0435497919287719 0.131383525648349 0.072522503306173 0.184493989753488 0.0963866751298869 0.0827569900100491
"того" 0.152166721799537 0.14118224786692 0.0725829865479532 0.0656917628241746 0.0895866217311548 0.0993429175595703 0.155159038013964 0.106401844298635
"адамыч" 0 0 0 0.931109333942648 0 0 0 0
"где" 0.0496195831955012 0.143228367401224 0.212910093873996 0.125671198446247 0.0853205921249093 0.0794743340476562 0.117544725768155 0.112313057870781
"который" 0.168706582864704 0.0552452274261862 0.0629052550082261 0.151376670855707 0.162109125037328 0.105019655705831 0.09873756964525 0.0945794171543418
"теперь" 0.129010916308303 0.128905530661101 0.0870995838575438 0.0514109448189192 0.123714858581119 0.119211501071484 0.0540705738533512 0.236448542885854
"между" 0.0430036387694343 0.212796431567532 0.15000483886577 0.0799725808294299 0.0895866217311548 0.0737975959013951 0.0963866751298869 0.124135485015074
"ничего" 0.138934832947403 0.112536574386676 0.111293912706862 0.119958871244145 0.102384710549891 0.110696393852093 0.0470178903072619 0.141869125731513
"ну" 0.0826993053258353 0.0184150758087287 0.256459885802768 0.402719067748201 0.0810545625186639 0.063863304145438 0.0188071561229048 0.0295560678607318
"нибудь" 0.129010916308303 0.15345896507274 0.0919384496274073 0.122815034845196 0.136512947399855 0.0737975959013951 0.072877729976256 0.0591121357214636
"сказала" 0.158782666225604 0.0961676181122501 0.391948127358947 0.0971095624357363 0.132246917793609 0.043994720633524 0.0329125232150833 0.0886682035821954
"этого" 0.112471055243136 0.0941214985779469 0.120971644246589 0.0771164172283788 0.136512947399855 0.0766359649745256 0.138702776406423 0.141869125731513
"вас" 0.0396956665564009 0.167781801812862 0.261298751572631 0.0942533988346853 0.127980888187364 0.0397371670238281 0.103439358675976 0.0886682035821954
"человек" 0.0661594442606682 0.122767172058192 0.16452143617536 0.0742602536273278 0.149311036218591 0.0908278103401785 0.103439358675976 0.0768457764379027
"чем" 0.132318888521336 0.120721052523888 0.0919384496274073 0.0742602536273278 0.123714858581119 0.0993429175595703 0.0846322025530714 0.0709345628657563
"своих" 0.0628514720476348 0.0982137376465533 0.0338720603890448 0.0771164172283788 0.0469263256687001 0.117792316534919 0.173966194136869 0.0827569900100491
"всех" 0.115779027456169 0.10230597671516 0.0435497919287719 0.0599794356220724 0.0895866217311548 0.116373131998354 0.103439358675976 0.118224271442927
"будет" 0.158782666225604 0.106398215783766 0.0822607180876802 0.0656917628241746 0.110916769762382 0.0936661794133091 0.072877729976256 0.100490630726488
"перед" 0.0992391663910023 0.178012399484378 0.0290331946191813 0.082828744430481 0.0767885329124184 0.0695400422916992 0.0893339915837976 0.13004669858722
"тем" 0.0760833608997684 0.118674932989585 0.145165973095906 0.10567805323889 0.0938526513374003 0.0737975959013951 0.0916848860991607 0.106401844298635
"более" 0.056235527621568 0.10230597671516 0.0580663892383625 0.154232834456758 0.072522503306173 0.0780551495110909 0.12929919834497 0.0472897085771709
"которые" 0.198478332782005 0.0347840320831543 0.0387109261589084 0.039986290414715 0.157843095431082 0.0780551495110909 0.13635188189106 0.100490630726488
"этот" 0.109163083030103 0.0941214985779469 0.120971644246589 0.10567805323889 0.0810545625186639 0.0596057505357422 0.124597409314244 0.06502334929361
